screen_name,profile_image_url,location,created_time,text
格格菲不入味,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/008d3hUUly8hhvf0f6upfj30u00u040f.jpg?KID=imgbed,tva&Expires=1696923147&ssig=MunJFyVQNf",其他,Thu Sep 28 16:43:06  2023,哈哈哈好搞笑，要被花西子的发疯文学笑死了
漫游人间记,"https://tvax4.sinaimg.cn/crop.0.0.511.511.50/6c817792ly8he6xdi0mghj20e70e7q3j.jpg?KID=imgbed,tva&Expires=1696923147&ssig=sBLBNTjVLq",上海,Thu Sep 28 16:22:38  2023,鉴定完毕：已疯[并不简单]
-望里添9_Aurora-,"https://tvax1.sinaimg.cn/crop.0.0.935.935.50/0072oPQply8hfego55wi3j30pz0pzwhl.jpg?KID=imgbed,tva&Expires=1696923147&ssig=k%2FGSy1s%2FDZ",重庆,Thu Sep 28 19:31:46  2023,我最爱的国货品牌是得力的自动铅笔，0.13不到的花西币就可以得到三支铅笔和很多替换芯[悲伤][悲伤][悲伤][悲伤][悲伤][悲伤]。
少来饭妮姐o,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.50/008z95pJly8hin4pu81wuj30u00u0mzj.jpg?KID=imgbed,tva&Expires=1696923147&ssig=tbWXUOsdsG",重庆,Thu Sep 28 17:03:11  2023,说认真的 虽然你家心态很好 但想要成为真的不被嘲的国货之光 路还很长很难走 还是在其他方面多多改善提高吧[老师好]@花西子Florasis @花西子Florasis @花西子Florasis
我只是讨厌下雨的天空,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.50/007KlhmBly8hgx7ksok19j30u00u03zm.jpg?KID=imgbed,tva&Expires=1696923147&ssig=kpVw6KTUjq",上海 浦东新区,Thu Sep 28 16:26:07  2023,俺喜欢珀莱雅[开学季][开学季][开学季][开学季]
超话社区,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/006pQfMcly8h8v3tovfguj60u00u0q3z02.jpg?KID=imgbed,tva&Expires=1696923147&ssig=dnivOPjum7",北京,Thu Sep 28 16:17:04  2023,你好，你感兴趣的“我有一个梦想”已开通了超话社区～ 超话社区是微博旗下兴趣互动社区，快来与志同道合的小伙伴们一起交流互动吧！ 戳我进入>> #我有一个梦想[超话]#
温热标准糖,"https://tvax3.sinaimg.cn/crop.0.0.720.720.50/008qoNKply8h29i05h4h0j30k00k076m.jpg?KID=imgbed,tva&Expires=1696923147&ssig=hU3wH1yfen",其他,Thu Sep 28 16:24:55  2023,花西子！
锐界中的魔仙堡,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/0082zIVbly8gy2l778vjpj30u00u0tbs.jpg?KID=imgbed,tva&Expires=1696923147&ssig=fOD2R7lK%2Fl",四川 成都,Thu Sep 28 16:53:07  2023,发疯式文学花西子掌握到了精髓
-小小迪呐,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/006eymvSly8haqm0caclbj30u00u0dja.jpg?KID=imgbed,tva&Expires=1696923147&ssig=%2BtrEPrT5xx",北京,Thu Sep 28 17:10:15  2023,蜂花
畔达,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.50/0080Aykmly8h4on3rezwoj30u00u07a6.jpg?KID=imgbed,tva&Expires=1696923147&ssig=YnFecDSVHs",北京,Thu Sep 28 17:10:49  2023,上一次这么美好的精神状态还是千颂伊[笑cry]
